Filename                                                                                                       Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
home/jon/llvm-project/llvm/lib/Support/SuffixTree.cpp                                                               79                 1    98.73%           8                 0   100.00%         147                 1    99.32%          52                 1    98.08%
home/jon/llvm-project/llvm/lib/Support/SuffixTreeNode.cpp                                                           13                 0   100.00%          11                 0   100.00%          19                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Support/SystemUtils.cpp                                                               4                 1    75.00%           1                 0   100.00%          10                 6    40.00%           2                 1    50.00%
home/jon/llvm-project/llvm/lib/Support/ThreadPool.cpp                                                               81                 9    88.89%          19                 5    73.68%         149                22    85.23%          60                 4    93.33%
home/jon/llvm-project/llvm/lib/Support/Threading.cpp                                                                25                 4    84.00%           2                 0   100.00%          25                 4    84.00%          16                 4    75.00%
home/jon/llvm-project/llvm/lib/Support/TimeProfiler.cpp                                                             96                18    81.25%          35                 2    94.29%         348                23    93.39%          48                18    62.50%
home/jon/llvm-project/llvm/lib/Support/Timer.cpp                                                                   155                37    76.13%          38                 7    81.58%         306                70    77.12%          96                33    65.62%
home/jon/llvm-project/llvm/lib/Support/ToolOutputFile.cpp                                                           21                 0   100.00%           5                 0   100.00%          27                 0   100.00%          10                 0   100.00%
home/jon/llvm-project/llvm/lib/Support/Twine.cpp                                                                    58                14    75.86%           9                 2    77.78%         150                43    71.33%          86                14    83.72%
home/jon/llvm-project/llvm/lib/Support/TypeSize.cpp                                                                 10                 5    50.00%           4                 1    75.00%          27                15    44.44%           4                 3    25.00%
home/jon/llvm-project/llvm/lib/Support/Unicode.cpp                                                                  39                 1    97.44%           5                 1    80.00%         445                12    97.30%          28                 0   100.00%
home/jon/llvm-project/llvm/lib/Support/UnicodeCaseFold.cpp                                                         918               305    66.78%           1                 0   100.00%         593               286    51.77%         622               315    49.36%
home/jon/llvm-project/llvm/lib/Support/UnicodeNameToCodepoint.cpp                                                  228                 3    98.68%          23                 0   100.00%         451                 2    99.56%         170                15    91.18%
home/jon/llvm-project/llvm/lib/Support/Unix/DynamicLibrary.inc                                                      25                 6    76.00%           5                 0   100.00%          38                 4    89.47%          14                 6    57.14%
home/jon/llvm-project/llvm/lib/Support/Unix/Path.inc                                                               487               127    73.92%          73                 9    87.67%         727               156    78.54%         302               111    63.25%
home/jon/llvm-project/llvm/lib/Support/Unix/Process.inc                                                            102                64    37.25%          33                16    51.52%         171                93    45.61%          52                38    26.92%
home/jon/llvm-project/llvm/lib/Support/Unix/Program.inc                                                            226                78    65.49%          15                 2    86.67%         336               105    68.75%         166                72    56.63%
home/jon/llvm-project/llvm/lib/Support/Unix/Signals.inc                                                            229                36    84.28%          37                 5    86.49%         416                66    84.13%         156                44    71.79%
home/jon/llvm-project/llvm/lib/Support/Unix/Threading.inc                                                           66                23    65.15%          18                 3    83.33%         136                39    71.32%          40                18    55.00%
home/jon/llvm-project/llvm/lib/Support/Unix/Unix.h                                                                  10                 4    60.00%           5                 2    60.00%          32                15    53.12%           4                 2    50.00%
home/jon/llvm-project/llvm/lib/Support/Unix/Watchdog.inc                                                             2                 2     0.00%           2                 2     0.00%          10                10     0.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Support/Valgrind.cpp                                                                  2                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Support/VersionTuple.cpp                                                             60                 1    98.33%           4                 0   100.00%          70                 1    98.57%          40                 1    97.50%
home/jon/llvm-project/llvm/lib/Support/VirtualFileSystem.cpp                                                      1325               192    85.51%         202                27    86.63%        1980               285    85.61%         866               201    76.79%
home/jon/llvm-project/llvm/lib/Support/WithColor.cpp                                                                69                16    76.81%          23                 2    91.30%         131                32    75.57%          54                14    74.07%
home/jon/llvm-project/llvm/lib/Support/YAMLParser.cpp                                                             1304               150    88.50%         114                11    90.35%        1952               218    88.83%        1066               214    79.92%
home/jon/llvm-project/llvm/lib/Support/YAMLTraits.cpp                                                              556                37    93.35%         134                 7    94.78%         885                58    93.45%         338                36    89.35%
home/jon/llvm-project/llvm/lib/Support/Z3Solver.cpp                                                                  4                 4     0.00%           4                 4     0.00%          10                10     0.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Support/circular_raw_ostream.cpp                                                     11                 6    45.45%           2                 0   100.00%          23                15    34.78%           8                 6    25.00%
home/jon/llvm-project/llvm/lib/Support/raw_ostream.cpp                                                             345                51    85.22%          70                13    81.43%         575                66    88.52%         214                39    81.78%
home/jon/llvm-project/llvm/lib/Support/regcomp.c                                                                  1183               357    69.82%          38                 6    84.21%         988               254    74.29%         714               295    58.68%
home/jon/llvm-project/llvm/lib/Support/regengine.inc                                                              1012               147    85.47%           7                 0   100.00%         749                92    87.72%         510                95    81.37%
home/jon/llvm-project/llvm/lib/Support/regerror.c                                                                   29                14    51.72%           2                 1    50.00%          39                19    51.28%          18                11    38.89%
home/jon/llvm-project/llvm/lib/Support/regexec.c                                                                    25                 4    84.00%           1                 0   100.00%          15                 2    86.67%          10                 2    80.00%
home/jon/llvm-project/llvm/lib/Support/regfree.c                                                                    19                 1    94.74%           1                 0   100.00%          19                 1    94.74%          14                 3    78.57%
home/jon/llvm-project/llvm/lib/Support/regstrlcpy.c                                                                 13                 2    84.62%           1                 0   100.00%          18                 2    88.89%          12                 5    58.33%
home/jon/llvm-project/llvm/lib/Support/xxhash.cpp                                                                   79                 1    98.73%          22                 1    95.45%         244                 3    98.77%          42                 1    97.62%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64A53Fix835769.cpp                                              112                14    87.50%          12                 0   100.00%         126                 4    96.83%          86                25    70.93%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64A57FPLoadBalancing.cpp                                        383                71    81.46%          35                 1    97.14%         377                42    88.86%         266                76    71.43%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64AdvSIMDScalarPass.cpp                                         163                17    89.57%          14                 0   100.00%         215                15    93.02%         126                38    69.84%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64Arm64ECCallLowering.cpp                                       271                15    94.46%          12                 0   100.00%         482                18    96.27%         236                38    83.90%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64AsmPrinter.cpp                                                569                58    89.81%          45                 2    95.56%        1552               103    93.36%         518                68    86.87%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64BranchTargets.cpp                                              73                10    86.30%           6                 0   100.00%          64                 0   100.00%          58                14    75.86%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64CallingConvention.cpp                                          80                 1    98.75%           3                 0   100.00%         106                 1    99.06%          66                 4    93.94%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64CleanupLocalDynamicTLSPass.cpp                                 33                 2    93.94%           8                 0   100.00%          69                 3    95.65%          20                 4    80.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64CollectLOH.cpp                                                294                 7    97.62%          18                 0   100.00%         342                10    97.08%         274                29    89.42%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64CompressJumpTables.cpp                                         54                 1    98.15%           8                 0   100.00%         100                 1    99.00%          36                 1    97.22%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64CondBrTuning.cpp                                              259                22    91.51%           9                 0   100.00%         216                 9    95.83%         266                64    75.94%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ConditionOptimizer.cpp                                        246                50    79.67%          13                 1    92.31%         218                26    88.07%         192                68    64.58%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ConditionalCompares.cpp                                       570               216    62.11%          21                 1    95.24%         509               116    77.21%         406               194    52.22%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64DeadRegisterDefinitionsPass.cpp                               206                12    94.17%           8                 0   100.00%         124                 0   100.00%         210                17    91.90%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ExpandImm.cpp                                                 233                 8    96.57%          16                 0   100.00%         336                 9    97.32%         164                23    85.98%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ExpandPseudoInsts.cpp                                         449                38    91.54%          20                 0   100.00%        1250                44    96.48%         536                47    91.23%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64FalkorHWPFFix.cpp                                             515               148    71.26%          19                 0   100.00%         627               134    78.63%         758               332    56.20%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64FastISel.cpp                                                 2920               396    86.44%         109                 2    98.17%        3852               425    88.97%        2610               549    78.97%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64FrameLowering.cpp                                            2458               198    91.94%         100                 0   100.00%        3043               104    96.58%        2126               246    88.43%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64FrameLowering.h                                                 9                 1    88.89%           4                 0   100.00%          18                 2    88.89%           8                 1    87.50%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64GenRegisterBankInfo.def                                        89                 8    91.01%           7                 0   100.00%         103                 8    92.23%          54                13    75.93%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64GlobalsTagging.cpp                                             33                 2    93.94%           7                 0   100.00%          63                 8    87.30%          22                 5    77.27%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ISelDAGToDAG.cpp                                             4652               327    92.97%         165                 2    98.79%        5433               318    94.15%        3902               593    84.80%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ISelLowering.cpp                                            14714              1824    87.60%         645                 3    99.53%       20868              1242    94.05%       13136              1756    86.63%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64ISelLowering.h                                                 47                 1    97.87%          20                 0   100.00%          72                 1    98.61%          30                 1    96.67%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64InstrInfo.cpp                                                4677               599    87.19%         214                 3    98.60%        7548              1037    86.26%        5690               998    82.46%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64InstrInfo.h                                                    34                 3    91.18%          13                 3    76.92%          83                28    66.27%          42                 2    95.24%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64LoadStoreOptimizer.cpp                                       1762               176    90.01%          68                 0   100.00%        1812                69    96.19%        1568               239    84.76%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64LoopIdiomTransform.cpp                                        225                26    88.44%          13                 1    92.31%         449                29    93.54%         178                54    69.66%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64LowerHomogeneousPrologEpilog.cpp                              218                12    94.50%          18                 0   100.00%         383                 9    97.65%         158                19    87.97%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MCInstLower.cpp                                               200                 8    96.00%          10                 0   100.00%         281                11    96.09%         168                13    92.26%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MIPeepholeOpt.cpp                                             279                18    93.55%          24                 0   100.00%         481                10    97.92%         212                34    83.96%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MachineFunctionInfo.cpp                                        97                 2    97.94%          15                 0   100.00%         141                 2    98.58%          66                 2    96.97%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MachineFunctionInfo.h                                         108                 3    97.22%          87                 2    97.70%         185                 3    98.38%          14                 1    92.86%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MachineScheduler.cpp                                           39                 3    92.31%           3                 0   100.00%          49                 3    93.88%          30                 3    90.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MachineScheduler.h                                              2                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64MacroFusion.cpp                                               366                60    83.61%          12                 0   100.00%         359                66    81.62%         510               129    74.71%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64PBQPRegAlloc.cpp                                              266                96    63.91%           7                 0   100.00%         286                82    71.33%         326               132    59.51%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64PerfectShuffle.h                                              114                 0   100.00%           7                 0   100.00%         101                 0   100.00%          80                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64PointerAuth.cpp                                               148                15    89.86%          14                 0   100.00%         286                16    94.41%         120                14    88.33%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64PostCoalescerPass.cpp                                          26                 1    96.15%           6                 0   100.00%          52                 1    98.08%          20                 1    95.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64PromoteConstant.cpp                                           409               139    66.01%          22                 1    95.45%         249                46    81.53%         236               131    44.49%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64RedundantCopyElimination.cpp                                  262                15    94.27%          10                 0   100.00%         275                 6    97.82%         246                32    86.99%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64RegisterInfo.cpp                                              589                70    88.12%          50                 0   100.00%         748                83    88.90%         492               107    78.25%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64RegisterInfo.h                                                  2                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64SIMDInstrOpt.cpp                                              175                54    69.14%          11                 2    81.82%         384               142    63.02%         200                63    68.50%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64SLSHardening.cpp                                              118                13    88.98%          22                 0   100.00%         201                14    93.03%          82                14    82.93%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64SelectionDAGInfo.cpp                                           86                 4    95.35%           8                 0   100.00%         213                 7    96.71%          70                 4    94.29%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64SpeculationHardening.cpp                                      281                31    88.97%          17                 0   100.00%         329                 2    99.39%         194                51    73.71%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64StackTagging.cpp                                              277                30    89.17%          25                 0   100.00%         354                19    94.63%         190                51    73.16%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64StackTaggingPreRA.cpp                                         190                 9    95.26%          19                 0   100.00%         222                 4    98.20%         192                50    73.96%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64StorePairSuppress.cpp                                          88                14    84.09%           7                 0   100.00%          92                 3    96.74%          62                19    69.35%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64Subtarget.cpp                                                 250                 3    98.80%          23                 0   100.00%         375                 2    99.47%         272                26    90.44%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64Subtarget.h                                                   124                13    89.52%          63                 7    88.89%         169                17    89.94%          82                13    84.15%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetMachine.cpp                                             302                13    95.70%          45                 2    95.56%         450                 9    98.00%         226                28    87.61%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetMachine.h                                                 2                 0   100.00%           2                 0   100.00%           6                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetObjectFile.cpp                                           11                 1    90.91%           7                 0   100.00%          43                 2    95.35%           2                 1    50.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetObjectFile.h                                              1                 0   100.00%           1                 0   100.00%           4                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetTransformInfo.cpp                                      2050                88    95.71%         116                 1    99.14%        3033                92    96.97%        1918               175    90.88%
home/jon/llvm-project/llvm/lib/Target/AArch64/AArch64TargetTransformInfo.h                                         130                 8    93.85%          32                 1    96.88%         126                 9    92.86%          86                13    84.88%
home/jon/llvm-project/llvm/lib/Target/AArch64/AsmParser/AArch64AsmParser.cpp                                      4502               383    91.49%         348                 9    97.41%        6071               568    90.64%        4148               639    84.59%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64CallLowering.cpp                                        616                60    90.26%          45                 0   100.00%         839                28    96.66%         450                74    83.56%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64CallLowering.h                                            1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64GlobalISelUtils.cpp                                      71                 4    94.37%           6                 0   100.00%         132                 4    96.97%          82                 7    91.46%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64GlobalISelUtils.h                                         5                 0   100.00%           1                 0   100.00%           3                 0   100.00%           6                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64InstructionSelector.cpp                                4074               848    79.19%         203                 2    99.01%        5598               627    88.80%        3164               777    75.44%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64LegalizerInfo.cpp                                       630                28    95.56%          82                 0   100.00%        1933                24    98.76%         602                61    89.87%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64O0PreLegalizerCombiner.cpp                               43                 3    93.02%           9                 1    88.89%          70                 4    94.29%          22                 2    90.91%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64PostLegalizerCombiner.cpp                               247                 9    96.36%          28                 0   100.00%         448                 6    98.66%         180                21    88.33%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64PostLegalizerLowering.cpp                               553                20    96.38%          63                 0   100.00%         860                19    97.79%         382                35    90.84%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64PostSelectOptimize.cpp                                  120                 5    95.83%          12                 0   100.00%         215                 9    95.81%         106                10    90.57%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64PreLegalizerCombiner.cpp                                307                18    94.14%          22                 0   100.00%         490                19    96.12%         216                30    86.11%
home/jon/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64RegisterBankInfo.cpp                                    763                26    96.59%          18                 0   100.00%         952                38    96.01%         600                42    93.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64AddressingModes.h                                337                33    90.21%          69                13    81.16%         651               192    70.51%         286                10    96.50%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64AsmBackend.cpp                                   625                55    91.20%          23                 2    91.30%         504                58    88.49%         390                76    80.51%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64ELFObjectWriter.cpp                              742                39    94.74%           6                 0   100.00%         394                56    85.79%         476                62    86.97%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64ELFStreamer.cpp                                   69                 0   100.00%          57                 0   100.00%         178                 0   100.00%           6                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64InstPrinter.cpp                                  917                79    91.38%          78                 6    92.31%        1304               123    90.57%         802                88    89.03%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64InstPrinter.h                                      3                 0   100.00%           3                 0   100.00%           9                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MCAsmInfo.cpp                                     19                 0   100.00%           5                 0   100.00%          68                 0   100.00%          10                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MCCodeEmitter.cpp                                158                 3    98.10%          37                 0   100.00%         296                 4    98.65%          76                 1    98.68%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MCExpr.cpp                                        94                12    87.23%          13                 2    84.62%         142                19    86.62%         138                 7    94.93%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MCExpr.h                                          25                 0   100.00%          13                 0   100.00%          24                 0   100.00%          10                 3    70.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MCTargetDesc.cpp                                  84                14    83.33%          20                 2    90.00%         406                23    94.33%          58                14    75.86%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64MachObjectWriter.cpp                             159                14    91.19%           5                 0   100.00%         264                43    83.71%         144                18    87.50%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64TargetStreamer.cpp                                36                 2    94.44%          10                 0   100.00%          77                 7    90.91%          20                 2    90.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64TargetStreamer.h                                  43                38    11.63%          41                38     7.32%          41                38     7.32%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64WinCOFFObjectWriter.cpp                           62                 3    95.16%           4                 0   100.00%          97                 7    92.78%          72                 6    91.67%
home/jon/llvm-project/llvm/lib/Target/AArch64/MCTargetDesc/AArch64WinCOFFStreamer.cpp                               72                 4    94.44%          45                 0   100.00%         184                 4    97.83%          16                 4    75.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/SMEABIPass.cpp                                                        32                 0   100.00%           6                 0   100.00%          81                 0   100.00%          22                 2    90.91%
home/jon/llvm-project/llvm/lib/Target/AArch64/SVEIntrinsicOpts.cpp                                                 143                 9    93.71%          13                 0   100.00%         231                 9    96.10%         124                24    80.65%
home/jon/llvm-project/llvm/lib/Target/AArch64/TargetInfo/AArch64TargetInfo.cpp                                       8                 0   100.00%           8                 0   100.00%          36                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AArch64/Utils/AArch64BaseInfo.cpp                                              6                 0   100.00%           2                 0   100.00%          26                 0   100.00%           2                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AArch64/Utils/AArch64BaseInfo.h                                              300               101    66.33%          24                 7    70.83%         383               175    54.31%         520                93    82.12%
home/jon/llvm-project/llvm/lib/Target/AArch64/Utils/AArch64SMEAttributes.cpp                                        67                 1    98.51%           5                 0   100.00%          74                 2    97.30%          54                 2    96.30%
home/jon/llvm-project/llvm/lib/Target/AArch64/Utils/AArch64SMEAttributes.h                                          72                 0   100.00%          32                 0   100.00%          72                 0   100.00%          62                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPU.h                                                               42                 0   100.00%          14                 0   100.00%          47                 7    85.11%          20                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAliasAnalysis.cpp                                                38                 1    97.37%           6                 1    83.33%          54                 3    94.44%          28                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAliasAnalysis.h                                                  16                 1    93.75%          10                 1    90.00%          27                 1    96.30%           2                 1    50.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAlwaysInlinePass.cpp                                             65                 1    98.46%           7                 0   100.00%          81                 0   100.00%          58                 3    94.83%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAnnotateKernelFeatures.cpp                                       38                 1    97.37%           7                 0   100.00%          65                 1    98.46%          30                 1    96.67%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAnnotateUniformValues.cpp                                        34                 0   100.00%          11                 0   100.00%          58                 0   100.00%          14                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUArgumentUsageInfo.cpp                                            85                14    83.53%           7                 2    71.43%         130                43    66.92%          76                10    86.84%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUArgumentUsageInfo.h                                              23                 1    95.65%          16                 1    93.75%          45                 4    91.11%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAsmPrinter.cpp                                                  505                29    94.26%          45                 0   100.00%        1153                47    95.92%         394                43    89.09%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAtomicOptimizer.cpp                                             299                49    83.61%          18                 0   100.00%         659                59    91.05%         344                49    85.76%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUAttributor.cpp                                                  450                46    89.78%         100                17    83.00%         788                59    92.51%         306                39    87.25%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUCallLowering.cpp                                                599               121    79.80%          42                 2    95.24%         970                95    90.21%         416               109    73.80%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUCodeGenPrepare.cpp                                              895                17    98.10%          77                 0   100.00%        1276                12    99.06%         698                47    93.27%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUCombinerHelper.cpp                                              224                16    92.86%          15                 0   100.00%         358                16    95.53%         330                47    85.76%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUCtorDtorLowering.cpp                                             58                 0   100.00%          10                 0   100.00%         127                 0   100.00%          34                 1    97.06%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUExportClustering.cpp                                             51                 0   100.00%           8                 0   100.00%          79                 0   100.00%          48                 3    93.75%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUFrameLowering.cpp                                                 4                 0   100.00%           3                 0   100.00%           5                 0   100.00%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUGenRegisterBankInfo.def                                          68                16    76.47%           3                 0   100.00%         114                18    84.21%          72                10    86.11%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUGlobalISelDivergenceLowering.cpp                                 40                 2    95.00%          14                 0   100.00%          85                 2    97.65%          16                 1    93.75%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUGlobalISelUtils.cpp                                              36                 1    97.22%           1                 0   100.00%          37                 1    97.30%          28                 2    92.86%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUHSAMetadataStreamer.cpp                                         258                 7    97.29%          27                 0   100.00%         531                12    97.74%         220                13    94.09%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUHSAMetadataStreamer.h                                             7                 1    85.71%           7                 1    85.71%          11                 3    72.73%           0                 0         -
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUIGroupLP.cpp                                                   1304               135    89.65%         129                 6    95.35%        1701               108    93.65%         922               222    75.92%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUISelDAGToDAG.cpp                                               1606                87    94.58%         130                 3    97.69%        2594               121    95.34%        1356               178    86.87%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUISelDAGToDAG.h                                                   20                 1    95.00%           5                 1    80.00%          42                 9    78.57%          10                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUISelLowering.cpp                                               2633               624    76.30%         158                11    93.04%        4166               425    89.80%        2376               405    82.95%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUISelLowering.h                                                   12                 0   100.00%           9                 0   100.00%          25                 0   100.00%           2                 0   100.00%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUImageIntrinsicOptimizer.cpp                                     143                14    90.21%           9                 0   100.00%         170                 4    97.65%          94                20    78.72%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUInsertDelayAlu.cpp                                              219                28    87.21%          18                 3    83.33%         271                37    86.35%         172                29    83.14%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUInsertSingleUseVDST.cpp                                          67                 1    98.51%          10                 0   100.00%         120                 1    99.17%          56                 2    96.43%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUInstCombineIntrinsic.cpp                                        790                21    97.34%          19                 0   100.00%        1021                20    98.04%         716                52    92.74%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUInstrInfo.cpp                                                    20                 1    95.00%           3                 1    66.67%          16                 1    93.75%          16                 2    87.50%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPUInstructionSelector.cpp                                        2571               293    88.60%         291                26    91.07%        4534               366    91.93%        2068               333    83.90%
home/jon/llvm-project/llvm/lib/Target/AMDGPU/AMDGPULateCodeGenPrepare.cpp                                           57                 2    96.49%          11                 0   100.00%          97                 2    97.94%          30                 3    90.00%
